madb_1_title,madb_1_ruby,madb_2_title,madb_2_ruby,animedb_title,animedb_ruby,madb_id,madb_uri
団子串助,ダンゴクシスケ,団子串助,ダンゴクシスケ,団子串助,ダンゴクシスケ,ANS002019800,http://mediaarts-db.jp/an/anime_series/16670
憧れて,アコガレテ,憧れて,アコガレテ,憧れて,アコガレテ,ANS002018500,http://mediaarts-db.jp/an/anime_series/16644
黒ニャゴ,クロニャゴ,黒ニャゴ,クロニャゴ,黒ニャゴ,クロニャゴ,ANS000003900,http://mediaarts-db.jp/an/anime_series/57
おいらの野球,オイラノヤキュウ,おいらの野球,オイラノヤキュウ,おいらの野球,オイラノヤキュウ,ANS000693800,http://mediaarts-db.jp/an/anime_series/12044
煙突屋ペロー,エントツヤペロー,煙突屋ペロー,エントツヤペロー,煙突屋ペロー,エントツヤペロー,ANS000693900,http://mediaarts-db.jp/an/anime_series/12046
猿正宗,サルマサムネ,猿正宗,サルマサムネ,猿正宗,サルマサムネ,ANS002008500,http://mediaarts-db.jp/an/anime_series/16454
村祭,ムラマツリ,村祭,ムラマツリ,村祭,ムラマツリ,ANS000694000,http://mediaarts-db.jp/an/anime_series/12048
何が凸ちゃんを落第させたか,ナニガトツチャンヲラクダイサセタカ,何が凸ちゃんを落第させたか,ナニガトツチャンヲラクダイサセタカ,何が凸ちゃんを落第させたか,ナニガトツチャンヲラクダイサセタカ,ANS002021900,http://mediaarts-db.jp/an/anime_series/16710
アジ太プロ吉消費組合の巻,アジタプロキチショウヒクミアイノマキ,アジ太プロ吉消費組合の巻,アジタプロキチショウヒクミアイノマキ,アジ太プロ吉消費組合の巻,アジタプロキチショウヒクミアイノマキ,ANS002021800,http://mediaarts-db.jp/an/anime_series/16708
こま犬の眼 （狗犬の眼）,コマイヌノメ,こま犬の眼 （狗犬の眼）,コマイヌノメ,こま犬の眼 （狗犬の眼）,コマイヌノメ,ANS002020900,http://mediaarts-db.jp/an/anime_series/16690
バクテリア進軍,バクテリアシングン,,,バクテリア進軍,バクテリアシングン,ANS002022100,http://mediaarts-db.jp/an/anime_series/16714
植林美譚・凸坊の成功,ショクリンビタン・トツボウノセイコウ,植林美譚・凸坊の成功,ショクリンビタン・トツボウノセイコウ,植林美譚・凸坊の成功,ショクリンビタン トツボウノセイコウ,ANS002021600,http://mediaarts-db.jp/an/anime_series/16704
国家・君が代,コッカ・キミガヨ,国家・君が代,コッカ・キミガヨ,国家・君が代,コッカ キミガヨ,ANS002020600,http://mediaarts-db.jp/an/anime_series/16684
太郎さんの冒険撮影,タロウサンノボウケンサツエイ,太郎さんの冒険撮影,タロウサンノボウケンサツエイ,太郎さんの冒険撮影,タロウサンノボウケンサツエイ,ANS002020200,http://mediaarts-db.jp/an/anime_series/16678
おいらのスキー,オイラノスキー,おいらのスキー,オイラノスキー,おいらのスキー,オイラノスキー,ANS002011800,http://mediaarts-db.jp/an/anime_series/16514
バクテリア進軍,バクテリアシングン,バクテリア進軍,バクテリアシングン,バクテリア進軍,バクテリアシングン,ANS002022000,http://mediaarts-db.jp/an/anime_series/16712
家畜は農家の宝,カチクハノウカノタカラ,家畜は農家の宝,カチクハノウカノタカラ,家畜は農家の宝,カチクハノウカノタカラ,ANS002021200,http://mediaarts-db.jp/an/anime_series/16696
昭チャンの玩具,ショウチャンノガング,昭チャンの玩具,ショウチャンノガング,昭チャンの玩具,ショウチャンノガング,ANS002020800,http://mediaarts-db.jp/an/anime_series/16688
俺達の広告,オレタチノコウコク,俺達の広告,オレタチノコウコク,俺達の広告,オレタチノコウコク,ANS002021700,http://mediaarts-db.jp/an/anime_series/16706
馬の寄生虫,ウマノキセイチュウ,馬の寄生虫,ウマノキセイチュウ,馬の寄生虫,ウマノキセイチュウ,ANS002021100,http://mediaarts-db.jp/an/anime_series/16694
愛馬の誉,アイバノホマレ,愛馬の誉,アイバノホマレ,愛馬の誉,アイバノホマレ,ANS002021400,http://mediaarts-db.jp/an/anime_series/16700
火山の話,カザンノハナシ,火山の話,カザンノハナシ,火山の話,カザンノハナシ,ANS002018000,http://mediaarts-db.jp/an/anime_series/16634
牛の仇討,ウシノアダウチ,牛の仇討,ウシノアダウチ,牛の仇討,ウシノアダウチ,ANS002021000,http://mediaarts-db.jp/an/anime_series/16692
肥料配合,ヒリョウハイゴウ,肥料配合,ヒリョウハイゴウ,肥料配合,ヒリョウハイゴウ,ANS002021300,http://mediaarts-db.jp/an/anime_series/16698
お関所,オセキショ,お関所,オセキショ,お関所,オセキショ,ANS002003400,http://mediaarts-db.jp/an/anime_series/16368
暁の空,アカツキノソラ,暁の空,アカツキノソラ,暁の空,アカツキノソラ,ANS002021500,http://mediaarts-db.jp/an/anime_series/16702
電鈴,デンリン,電鈴,デンリン,電鈴,デンリン,ANS002020700,http://mediaarts-db.jp/an/anime_series/16686
難船ス物語 第壱篇 猿ヶ島,ナンセンスモノガタリ　ダイイッペン　サルガシマ,難船ス物語 第壱篇 猿ヶ島,ナンセンスモノガタリ　ダイイッペン　サルガシマ,難船ス物語 第壱篇 猿ヶ島,ナンセンスモノガタリ ダイイッペン サルガシマ,ANS000003800,http://mediaarts-db.jp/an/anime_series/55
かうもり,カウモリ,かうもり,カウモリ,かうもり,カウモリ,ANS000694100,http://mediaarts-db.jp/an/anime_series/12050
奴隷戦争,ドレイセンソウ,奴隷戦争,ドレイセンソウ,奴隷戦争,ドレイセンソウ,ANS000694200,http://mediaarts-db.jp/an/anime_series/12052
馬鹿八と城主様,バカハチトジョウシュサマ,馬鹿八と城主様,バカハチトジョウシュサマ,馬鹿八と城主様,バカハチトジョウシュサマ,ANS000004200,http://mediaarts-db.jp/an/anime_series/63
漫画レビュー 春,マンガレビュー ハル,漫画レビュー 春,マンガレビュー ハル,漫画レビュー 春,マンガレビュー ハル,ANS002012900,http://mediaarts-db.jp/an/anime_series/16536
タヌ吉のお話,タヌキチノオハナシ,タヌ吉のお話,タヌキチノオハナシ,タヌ吉のお話,タヌキチノオハナシ,ANS000694300,http://mediaarts-db.jp/an/anime_series/12054
商人と猿の群,ショウニントサルノムレ,商人と猿の群,ショウニントサルノムレ,商人と猿の群,ショウニントサルノムレ,ANS000694400,http://mediaarts-db.jp/an/anime_series/12056
空の桃太郎,ソラノモモタロウ,空の桃太郎,ソラノモモタロウ,空の桃太郎,ソラノモモタロウ,ANS000694500,http://mediaarts-db.jp/an/anime_series/12058
難船ス物語 第弐篇 海賊船,ナンセンスモノガタリ　ダイニヘン　カイゾクセン,難船ス物語 第弐篇 海賊船,ナンセンスモノガタリ　ダイニヘン　カイゾクセン,難船ス物語 第弐篇 海賊船,ナンセンスモノガタリ ダイニヘン カイゾクセン,ANS000004100,http://mediaarts-db.jp/an/anime_series/61
武蔵山と朝潮の珍相撲,ムサシヤマトアサシオノチンズモウ,武蔵山と朝潮の珍相撲,ムサシヤマトアサシオノチンズモウ,武蔵山と朝潮の珍相撲,ムサシヤマトアサシオノチンズモウ,ANS002023200,http://mediaarts-db.jp/an/anime_series/16734
国家・君が代,コッカ・キミガヨ,国家・君が代,コッカ・キミガヨ,国家・君が代,コッカ キミガヨ,ANS002004400,http://mediaarts-db.jp/an/anime_series/16384
御国の為に,オクニノタメニ,御国の為に,オクニノタメニ,御国の為に,オクニノタメニ,ANS002022400,http://mediaarts-db.jp/an/anime_series/16720
あっぱれ安さん,アッパレヤスサン,あっぱれ安さん,アッパレヤスサン,あっぱれ安さん,アッパレヤスサン,ANS002022200,http://mediaarts-db.jp/an/anime_series/16716
おもちゃの汽車,オモチャノキシャ,おもちゃの汽車,オモチャノキシャ,おもちゃの汽車,オモチャノキシャ,ANS002003200,http://mediaarts-db.jp/an/anime_series/16364
浦島太郎,ウラシマタロウ,浦島太郎,ウラシマタロウ,浦島太郎,ウラシマタロウ,ANS000001800,http://mediaarts-db.jp/an/anime_series/23
猿蟹合戦,サルカニガッセン,猿蟹合戦,サルカニガッセン,猿蟹合戦,サルカニガッセン,ANS002005700,http://mediaarts-db.jp/an/anime_series/16406
三匹の小熊さん,サンビキノコグマサン,三匹の小熊さん,サンビキノコグマサン,三匹の小熊さん,サンビキノコグマサン,ANS000881600,http://mediaarts-db.jp/an/anime_series/14082
文福茶釜,ブンプクチャガマ,文福茶釜,ブンプクチャガマ,文福茶釜,ブンプクチャガマ,ANS002023900,http://mediaarts-db.jp/an/anime_series/16748
漫画 狼は狼だ,マンガ オオカミハオオカミダ,漫画 狼は狼だ,マンガ オオカミハオオカミダ,漫画 狼は狼だ,マンガ オオカミハオオカミダ,ANS002012600,http://mediaarts-db.jp/an/anime_series/16530
ゴーストップ,ゴーストップ,ゴーストップ,ゴーストップ,ゴーストップ,ゴーストップ,ANS002023500,http://mediaarts-db.jp/an/anime_series/16740
ちょん切れ蛇,チョンギレヘビ,ちょん切れ蛇,チョンギレヘビ,ちょん切れ蛇,チョンギレヘビ,ANS000004000,http://mediaarts-db.jp/an/anime_series/59
五一ぢいさん,ゴイチヂイサン,五一ぢいさん,ゴイチヂイサン,五一ぢいさん,ゴイチヂイサン,ANS002023600,http://mediaarts-db.jp/an/anime_series/16742
茶目子の一日,チャメコノイチニチ,茶目子の一日,チャメコノイチニチ,茶目子の一日,チャメコノイチニチ,ANS000881900,http://mediaarts-db.jp/an/anime_series/14088
三角の世界,サンカクノセカイ,三角の世界,サンカクノセカイ,三角の世界,サンカクノセカイ,ANS002022700,http://mediaarts-db.jp/an/anime_series/16726
鼠の留守番,ネズミノルスバン,鼠の留守番,ネズミノルスバン,鼠の留守番,ネズミノルスバン,ANS002010200,http://mediaarts-db.jp/an/anime_series/16484
朗らかな朝,ホガラカナアサ,朗らかな朝,ホガラカナアサ,朗らかな朝,ホガラカナアサ,ANS002023700,http://mediaarts-db.jp/an/anime_series/16744
あめや狸,アメヤタヌキ,あめや狸,アメヤタヌキ,あめや狸,アメヤタヌキ,ANS002011700,http://mediaarts-db.jp/an/anime_series/16512
すずみ船,スズミセン,,,すずみ船,スズミセン,ANS000882000,http://mediaarts-db.jp/an/anime_series/14090
不在地主,フザイジヌシ,不在地主,フザイジヌシ,不在地主,フザイジヌシ,ANS002023800,http://mediaarts-db.jp/an/anime_series/16746
春の唄,ハルノウタ,春の唄,ハルノウタ,春の唄,ハルノウタ,ANS000881800,http://mediaarts-db.jp/an/anime_series/14086
心の力,ココロノチカラ,心の力,ココロノチカラ,心の力,ココロノチカラ,ANS000881700,http://mediaarts-db.jp/an/anime_series/14084
驢馬,ロバ,驢馬,ロバ,驢馬,ロバ,ANS002022300,http://mediaarts-db.jp/an/anime_series/16718
あひるの子,アヒルノコ,あひるの子,アヒルノコ,あひるの子,アヒルノコ,ANS002002700,http://mediaarts-db.jp/an/anime_series/16354
太郎の夢 （無敵総動員）,タロウノユメ　（ムテキソウドウイン）,太郎の夢 （無敵総動員）,タロウノユメ　（ムテキソウドウイン）,太郎の夢 （無敵総動員）,タロウノユメ ムテキソウドウイン,ANS002024700,http://mediaarts-db.jp/an/anime_series/16764
文福茶釜,ブンブクチャガマ,文福茶釜,ブンブクチャガマ,文福茶釜,ブンブクチャガマ,ANS002011200,http://mediaarts-db.jp/an/anime_series/16502
御存知荒木又右衛門,ゴゾンジアラキマタウエモン,御存知荒木又右衛門,ゴゾンジアラキマタウエモン,御存知荒木又右衛門,ゴゾンジアラキマタウエモン,ANS002024500,http://mediaarts-db.jp/an/anime_series/16760
大当たり空の円タク,オオアタリソラノエンタク,大当たり空の円タク,オオアタリソラノエンタク,大当たり空の円タク,オオアタリソラノエンタク,ANS002033400,http://mediaarts-db.jp/an/anime_series/16935
漫画 猿吉は勝つた,マンガ サルキチハカッタ,漫画 猿吉は勝つた,マンガ サルキチハカッタ,漫画 猿吉は勝つた,マンガ サルキチハカッタ,ANS002012300,http://mediaarts-db.jp/an/anime_series/16524
三吉の空中旅行,サンキチノクウチュウリョコウ,三吉の空中旅行,サンキチノクウチュウリョコウ,三吉の空中旅行,サンキチノクウチュウリョコウ,ANS002024300,http://mediaarts-db.jp/an/anime_series/16756
文福茶釜,ブンブクチャガマ,,,文福茶釜,ブンブクチャガマ,ANS002010800,http://mediaarts-db.jp/an/anime_series/16496
漫画の列国陸軍,マンガノレッコクリクグン,漫画の列国陸軍,マンガノレッコクリクグン,漫画の列国陸軍,マンガノレッコクリクグン,ANS002012800,http://mediaarts-db.jp/an/anime_series/16534
あばれ機関車,アバレキカンシャ,あばれ機関車,アバレキカンシャ,あばれ機関車,アバレキカンシャ,ANS002024800,http://mediaarts-db.jp/an/anime_series/16766
漫画体育デー,マンガタイイクデー,漫画体育デー,マンガタイイクデー,漫画体育デー,マンガタイイクデー,ANS002024000,http://mediaarts-db.jp/an/anime_series/16750
海の桃太郎,ウミノモモタロウ,海の桃太郎,ウミノモモタロウ,海の桃太郎,ウミノモモタロウ,ANS002008800,http://mediaarts-db.jp/an/anime_series/16460
汽車の発達,キシャノハッタツ,汽車の発達,キシャノハッタツ,汽車の発達,キシャノハッタツ,ANS002009000,http://mediaarts-db.jp/an/anime_series/16464
兄弟こぐま,キョウダイコグマ,兄弟こぐま,キョウダイコグマ,兄弟こぐま,キョウダイコグマ,ANS002004600,http://mediaarts-db.jp/an/anime_series/16386
山小屋の夕,ヤマゴヤノユウ,山小屋の夕,ヤマゴヤノユウ,山小屋の夕,ヤマゴヤノユウ,ANS002024600,http://mediaarts-db.jp/an/anime_series/16762
すヾみ舟,スズミフネ,すヾみ舟,スズミフネ,すヾみ舟,スズミフネ,ANS002005900,http://mediaarts-db.jp/an/anime_series/16410
宝の山,タカラノヤマ,宝の山,タカラノヤマ,宝の山,タカラノヤマ,ANS002024400,http://mediaarts-db.jp/an/anime_series/16758
円,エン,円,エン,円,エン,ANS002024100,http://mediaarts-db.jp/an/anime_series/16752
雲雀の宿替,クモスズメノヤドカ,雲雀の宿替,クモスズメノヤドカ,雲雀の宿替,クモスズメノヤドカ,ANS000694600,http://mediaarts-db.jp/an/anime_series/12060
力と女の世の中,チカラトオンナノヨノナカ,力と女の世の中,チカラトオンナノヨノナカ,力と女の世の中,チカラトオンナノヨノナカ,ANS000004300,http://mediaarts-db.jp/an/anime_series/65
のらくろ二等兵 教練の卷,ノラクロニトウヘイ　キョウレンノマキ,のらくろ二等兵 教練の卷,ノラクロニトウヘイ　キョウレンノマキ,のらくろ二等兵 教練の卷,ノラクロニトウヘイ キョウレンノマキ,ANS002006600,http://mediaarts-db.jp/an/anime_series/16422
お猿三吉 防空戦の巻,オサルサンキチ　ボウクウセンノマキ,お猿三吉 防空戦の巻,オサルサンキチ　ボウクウセンノマキ,お猿三吉 防空戦の巻,オサルサンキチ ボウクウセンノマキ,ANS000004700,http://mediaarts-db.jp/an/anime_series/72
漫画 お猿の大漁,オサルノタイリョウ,漫画 お猿の大漁,オサルノタイリョウ,お猿の大漁,オサルノタイリョウ,ANS000694700,http://mediaarts-db.jp/an/anime_series/12062
動絵狐狸達引,ウゴキエコリノタテヒキ,動絵狐狸達引,ウゴキエコリノタテヒキ,動絵狐狸達引,ウゴキエコリノタテヒキ,ANS000004800,http://mediaarts-db.jp/an/anime_series/74
